SKU,precio,unidades
113925,107,15
242133,135,14
914828,82,60
617941,116,63
915052,51.95,22
200607,110.95,27
125733,39.95,21
614386,62,40
633393,65.95,18
390249,34.95,24
2528945,33.95,28
178923,367.95,53
553976,77,23
148612,388.95,38
626796,120,25
526995,367.95,48
259841,79,17
616390,125.5,43
533986,118,42
775181,74.95,55
147348,99.95,54
609211,119,24
609212,121.99,76
294145,99,41
833337,0,18
832320,0,11
833796,125,17
608961,105,20
894170,99,14
905663,99.95,16
829688,54.95,16
607413,117,90
112966,82.95,47
126649,59.95,31
911240,69,21
106096,54.95,35
908470,36.99,23
231543,67.95,27
803839,79.95,25
804417,99.95,40
723666,84,19
3613776,39.95,51
3613777,69.95,73
2829280,166.7,14
164187,139,17
540389,99.99,98
289080,99.99,78
868210,133.33,39
50651,160.95,69
50649,234.95,97
109653,149.33,61
105423,101.25,32
526915,115,13
658698,115,18
288665,79.13,65
212538,62.6,48
146560,88.4,95
535477,153.95,115
50642,108.95,44
50643,161.95,86
50644,165.95,133
544345,123.95,58
876022,94.95,25
244024,125.95,62
290944,120.95,33
550039,95,37
164265,135,24
166207,88.03,24
288787,99.95,54
916723,128,26
285697,120,19
106215,135,14
2663421,110,11
2664444,129,21
577358,229,13
520849,245.99,17
444578,489,18
289959,349,16
435191,185,16
162457,47.48,19
444591,228,14
632744,179,19
478926,224.99,19
478808,299,24
619852,104,18
763166,280,18
446053,263,11
159400,123,33
147133,76.95,127
147545,93.95,147
126188,59.99,26
147558,223,32
147018,179,25
268435,75,45
467735,229,32
57465,97.95,112
57466,120.95,121
57464,97.95,60
917864,50,28
1562864,95.95,13
3093761,96,15
200157,111.95,47
114640,132,42
117090,148.6,32
248903,85.95,115
50684,351.95,83
50685,443.95,63
50682,255.95,54
478873,216.99,33
622636,77.99,18
262631,47.95,22
262735,54.95,43
369590,55,11
333784,97,20
50598,200,268
50602,33.94,155
57647,106.5,85
154038,28.99,35
57646,18.98,56
231537,94.95,26
53208,210,83
53209,130.6,39
2245298,133,16
50672,206.19,74
50671,93.2,66
50305,60.95,67
738465,44,20
3227605,35.72,40
60761,113.2,31
2788129,68,21
116665,201.4,73
60762,127.4,76
60763,52.95,86
127337,64.95,99
632234,92.95,18
456493,123.95,38
178605,136.95,54
2168893,0,15
651335,119,21
778630,127.95,23
500950,186.95,43
868328,22.25,20
526952,231.4,30
145897,183.6,246
120797,97.33,22
132156,66.8,56
113055,131,23
613644,69,72
231590,109.95,47
116918,135.6,18
607481,117.2,44
229112,84.95,48
607258,90.8,31
106880,59.53,62
549747,9.97,45
106758,16.2,30
2388969,57,27
615005,84.95,51
829444,51.95,28
57914,45.98,48
110019,39.64,30
650344,99,13
533526,279.95,48
54124,307.95,53
54123,222.95,60
667490,56.95,18
120267,127.2,71
132531,122,59
415770,327,30
128997,120,55
129268,152.95,80
272492,42.95,24
164985,0,39
166891,118.27,35
538503,455.25,85
254141,242.95,23
53454,259.4,48
57627,376.95,151
572414,207.95,27
53455,233.33,92
110348,38.97,41
60765,139.95,28
198461,330.95,16
56862,27.99,23
603049,2000,30
109698,25.94,30
497088,303.95,35
56863,19.67,41
183417,182.95,27
57626,413.95,163
57487,136,43
57488,143,35
56988,151,21
56987,114.4,22
534336,115,33
163565,92.83,35
223038,230.95,21
285346,258.75,49
526946,121.93,36
162011,17.1,36
576583,133.95,23
200441,193.95,76
107265,37.47,33
109398,68.99,41
538564,220.5,106
52057,37.98,88
2169358,135,39
2165476,125,22
868341,94.95,21
2400744,110,29
867981,135,28
244060,284.95,76
148710,312.95,54
60766,275.95,49
127027,99,41
50838,150.36,50
538661,235.59,85
1441246,0,14
50841,220.95,79
50837,429.95,46
537845,259.75,43
174190,44.99,17
200455,115.95,26
594094,123.95,45
258379,97.5,14
139599,109,21
896307,69.95,13
526940,74,21
177057,266.95,25
163155,53.33,82
162108,9.96,67
555420,130,19
184678,99.95,21
111067,50,113
109377,69.41,57
514674,44.5,156
110447,102.99,50
751269,43.93,25
52928,46.16,44
52930,20.09,71
177508,382.95,36
169711,389.95,44
200079,90.95,45
598509,130.5,52
299889,86.95,31
616043,86.95,56
615196,111.25,78
764013,308.95,29
893877,84,13
279350,89,22
57160,0,31
57159,53.98,28
57161,46.32,26
901064,36.95,16
60769,19.99,67
167329,49.41,79
163040,33.84,87
481280,17.79,63
613315,180.8,93
146296,196.4,105
647179,89.95,15
635949,89.95,25
118865,138.2,28
298510,210.95,65
879110,20.17,21
50661,197.95,66
50660,179.95,83
50681,377.95,46
50679,311.95,100
609870,311.95,65
50678,343.95,85
606703,100.95,31
54609,194.95,104
298580,101,15
1507053,48,13
296515,84.95,54
56632,74.33,68
56630,51.33,57
139578,99,18
115361,160,22
593019,137.61,20
169921,271.95,53
252772,84.99,205
219939,72,21
219946,71,14
538586,259.25,83
50145,186.67,85
111152,218.5,77
60770,103.95,30
60771,274.95,36
608759,0,29
880427,17.88,49
53377,173,35
53378,155.95,36
50136,310.95,224
50654,57.78,75
2255177,71.69,46
286470,242.4,165
145813,195.2,146
145814,243.8,124
53009,186.67,22
872398,31.99,33
53997,198.67,169
251306,35,21
2341541,0,25
2847023,53.95,14
205340,83.2,30
561644,69.95,56
550806,259.25,103
747769,0,11
53451,247.4,79
285484,89.66,43
50674,19.64,46
183756,155.95,33
154241,78,29
53447,310.95,213
54720,171.95,27
50675,164,61
54719,221,58
53960,326.95,135
53959,345.95,89
477648,194.95,16
860934,161,14
130164,130.67,40
224554,135,119
537963,136.95,26
2405385,132.95,22
50911,208,51
50912,237.8,74
505029,166,18
600139,201,16
422011,104,111
118257,120,146
204075,75.95,66
270993,86.99,63
752796,83.51,33
764538,195.95,18
291555,439.95,68
692311,91.95,20
177213,290.95,47
911845,110,30
139538,139,21
139628,99,11
905916,235,26
868314,105,30
3463383,99,19
905765,97,13
757406,100,27
609119,238.95,35
249944,244.95,36
50255,68.2,62
50256,87.6,53
56683,221.95,148
901173,66,15
118691,98,17
143040,44,23
50662,261.4,86
50665,194,82
116972,177.4,45
115617,109.4,33
257493,209.95,28
148477,291.95,25
291701,277.95,72
148713,293.95,66
254271,135.95,26
112083,295,53
152719,209,59
2588590,65,16
113098,165,24
143271,49,23
637341,42,24
296168,83.95,22
199240,62,47
2408063,99,16
255387,99.95,51
255417,169.95,28
255419,99.95,32
184026,202.95,38
244063,167.95,51
251088,184.95,42
870837,39.95,28
591343,236.95,38
618625,69.28,54
266956,40,13
245107,225.95,35
618266,93.28,68
3569189,69.95,18
2333694,99,27
917728,71.95,23
222814,60,54
658541,65,26
905917,52,18
147666,103,83
147546,86.95,66
147624,39.95,96
147428,29.95,97
582745,73.95,23
200030,190.95,46
907117,44.95,24
127303,54.95,15
624996,120,29
606784,75,24
754787,34.95,21
55815,33.79,43
252904,59.99,84
526907,59.99,35
266927,59.99,64
623525,34.99,67
628766,49.99,25
2036407,49.99,40
637065,59.99,22
643514,54.99,12
613797,49.99,58
286210,106.8,30
120784,151.4,32
915136,58,32
1590273,99.99,66
634058,65,32
3482635,64.95,26
116712,145.33,45
742236,45.98,29
164878,161.95,23
146058,184.67,52
556587,110,27
191900,23.99,22
264961,99.95,26
52502,298.95,64
52503,361.95,51
2621611,0,16
169448,341.95,32
58510,127.6,67
58511,153.33,84
176929,139.95,38
633030,109.95,37
566448,79.38,92
900639,70,18
2346954,0,17
116762,251.2,49
113907,180,29
264886,109.95,18
286249,148.8,105
120248,134.4,58
631016,55,44
55188,131,83
55187,114.2,57
526891,115.95,58
544423,104.95,62
540581,62.4,36
212627,44,23
169196,56.95,21
832588,89,17
743643,115,17
54679,103,69
54680,128,54
203413,54.95,21
629206,202,37
193616,132,52
610085,224,85
574698,124,20
293216,144,31
629999,202,19
193653,138,15
633869,193,54
293213,125,50
193523,121,21
193721,194,108
872075,34.28,24
610159,195,55
193654,125,56
142936,185,33
550158,33.02,32
617160,58.58,31
610076,228,149
57907,152,157
143409,59,21
778331,73.95,15
477663,120.95,45
2252428,95.61,34
143609,167,50
871054,125,47
899706,55,15
2834267,42.95,24
3087903,52.95,26
178856,188.95,94
178836,133.95,43
827747,44.95,26
803862,159,16
804036,159,17
131211,93,44
120367,190.4,56
526880,200,48
286103,131,46
901549,230,10
114792,126.7,26
60775,41.62,52
917914,47.7,24
868149,36.6,38
157631,76.95,35
58282,14.09,63
545024,93,56
910493,38,29
2333760,206,25
253952,165.95,31
249838,163.95,28
776216,30.5,25
293197,158,103
868657,108,11
119427,232.2,63
621409,54,64
617928,59.99,37
3585455,39.95,22
164330,46.78,26
107610,57.99,84
550224,166.22,39
295775,177.95,16
110106,324.46,43
662928,107.75,27
632217,0,38
248139,106,68
625432,46,40
890090,32,13
270112,215,52
667761,202,25
533317,65,35
639939,44.99,20
628307,32.47,44
620331,70,63
618174,70,119
2331183,0,16
2347533,101.25,18
610027,70,32
526867,75.35,52
60776,53.98,58
630982,19.89,65
916932,12.54,40
57232,61.6,73
911330,14.89,47
57230,86.2,82
758230,70,74
577415,57.99,50
249785,167.95,60
261069,54.95,16
584352,26.8,26
164647,69.25,31
1656831,101.95,9
657645,79.95,29
874715,93.95,36
200374,52.95,116
254540,98.95,175
526863,77,107
552229,56.95,127
712959,52.6,15
116063,65.8,21
915426,79.95,23
290313,70,31
167170,95,106
165354,120,68
616215,99.95,46
775851,118,19
738599,54,20
624884,53,21
613188,136,47
2257630,0,18
143623,190,78
57902,184,60
270122,217,64
271111,208,26
861607,100.95,26
544389,110.95,35
544400,91.95,44
870810,124.95,23
243918,106.95,25
3022162,49.95,20
626358,110,71
632583,59.99,25
553617,54.2,119
526857,74.2,59
119219,82.2,135
120125,63.8,98
877286,55.11,51
1463577,39.94,14
613973,94.8,57
607347,76,45
756556,90,47
607217,84,36
901995,90,14
50569,192.95,64
247513,98,45
50570,131.95,73
118553,123.2,32
114423,101.6,39
3246017,31.84,28
144240,143.33,80
913491,93,24
206124,50,29
650226,124.8,21
119815,113.4,20
617137,235.25,61
897091,16.57,26
871868,53.28,21
365167,29.95,21
270740,104,28
526854,58.95,44
711200,55.8,29
200510,179.95,45
57896,88.95,53
57899,194.95,61
561148,74.99,80
276942,59.95,38
185943,49.99,40
868493,49.99,29
703348,104.69,37
54431,6.47,67
1438353,25.07,21
57893,77.95,40
57894,74.95,29
107325,151.85,22
698160,0,10
56345,192.95,45
56341,166.95,83
587688,175.95,73
526846,152.95,41
250069,109.95,28
178906,138.95,43
537496,69.95,25
2423726,20.95,28
2039311,112,13
608708,59.99,36
608727,59.99,30
2910328,44.95,126
2160415,49.95,48
1615756,44.99,29
755396,65,12
539255,141.4,37
740520,94,30
552816,127.8,48
1714864,0,11
289832,47.95,25
868178,74.95,23
231210,99,20
584545,99,28
113128,95.95,24
749415,95,50
888806,122.84,18
308820,56.58,22
405987,85,39
339574,20.93,73
317137,219.8,65
341636,80,67
406088,50,22
339704,65,35
344378,60,36
365291,41.95,22
196746,93.95,79
104406,122.16,37
180821,150,16
410569,42,21
339703,99,55
162951,74.05,32
339359,18.89,52
608315,39.25,47
344216,9.48,71
312361,0,61
344332,99,94
372174,109.95,18
903991,75,24
110593,33.99,62
50903,110.55,65
50902,9.87,79
632964,94.95,25
2043091,69.95,18
200610,92.95,31
339062,23.25,27
543480,70,27
630230,44.95,34
914015,165,18
2426397,42.19,35
129751,79.8,26
2058690,15.29,23
766371,69.95,26
534153,69.95,20
637054,208.95,51
872442,148.95,52
2672240,83.95,12
576274,40,24
891343,109,13
200537,122.95,65
293857,107.95,64
299314,115,96
219677,59.95,25
651880,94,21
560452,220,101
616347,9.99,32
54834,223,425
612928,170,100
269949,196,57
1539936,59.95,16
54833,154,209
600106,216,38
2252410,32.99,35
55679,223,188
55678,114,61
368000,48.63,54
387453,48.63,34
543555,103.95,32
873449,4.19,28
1539721,59.95,14
881927,14.75,13
2750570,120,15
526821,172.99,13
147084,129,40
278261,79,33
651156,99.95,15
2579638,70,14
643467,110.95,18
902937,89.95,24
2569637,120,15
904368,87.95,21
535062,69.95,198
56567,69.95,132
56566,59.95,69
647526,96,19
614495,59.95,48
51274,67.95,74
200250,107.95,42
55807,59.95,46
533775,86.95,258
577434,96.99,98
51275,75.95,168
609178,79.95,52
204145,97.95,115
526810,97.95,121
147345,75.95,86
478925,98.99,46
270804,106.99,134
60780,67.95,32
526809,81.95,39
2252807,17.05,66
789277,39.95,25
655090,84.95,48
743761,79.95,11
621524,56,71
265307,135,38
265279,89.95,35
222200,85,34
375913,65,24
368778,93.95,23
131839,110.67,30
177652,124.95,41
169803,250.95,60
261275,85,63
563621,55,215
867040,224,57
616369,218.6,35
314569,239.4,89
628013,13.44,36
51516,149.5,166
715600,81,19
60784,111,32
526803,208.6,50
50603,339.95,58
872232,62.55,33
60782,18.98,73
416499,56.96,60
60783,8.97,42
428377,151.8,55
878115,106.42,27
627065,53.75,27
449427,56.11,71
50605,192.95,90
53713,113.8,45
2614241,80,11
55801,325.95,61
897942,186.67,16
594495,55,18
497951,23.98,305
877736,41.8,39
545179,63.98,140
252620,102.27,70
765827,103.95,74
53956,5.84,55
890455,0,26
567529,5.96,55
60789,142.95,29
422095,144.67,128
322462,166,155
52340,12.99,46
52342,103.9,60
52341,10.98,78
911665,110,17
50159,139.93,73
166828,6.94,29
162635,14.86,119
60786,135.33,55
114312,113,39
110098,15.99,122
875460,85.75,10
111283,22.99,24
52621,249.95,170
532071,158.95,34
52620,151.95,105
52618,263.95,193
51424,255.95,62
878789,47.2,37
51423,270.95,76
571438,110,82
243705,148.5,58
2250203,24.4,42
165265,9.98,84
60791,216.95,168
467299,10.47,247
54001,128.85,329
53579,111.2,98
60788,209.95,101
290959,217.95,202
52239,24.96,251
110730,13.14,152
191952,19.97,73
439897,50.87,61
154286,131.25,78
252650,13.21,39
192037,0,41
652734,0,19
600340,13.99,65
252785,58.88,124
614709,599,68
51295,287.95,49
51298,186.95,73
2265378,78.28,28
224713,0,28
51304,16.94,62
51301,184.95,72
51300,284.95,103
54606,107.8,83
287577,107.8,57
808910,16.68,27
55802,295.95,64
286221,124.2,42
133313,150.4,77
52243,154.4,110
130339,167.4,72
132754,188,129
111925,29.99,142
244322,198.75,166
870456,63.45,49
51353,21.9,181
497845,33.98,315
610459,40,214
1956577,230.75,106
451715,145.79,50
177424,73.95,68
492069,69.95,94
243973,235.95,135
451734,169.95,116
115439,70,19
3792881,29.95,29
276637,49,43
271478,81.95,52
131080,77.4,31
551491,57,10
271501,115,37
494719,61.63,46
906981,75.95,28
609705,79,38
110049,64.75,74
114422,203.4,58
191720,33.98,69
252551,18.84,158
423250,148.6,197
53580,160,151
532070,181.95,27
50169,277.95,74
50168,305.95,135
495283,128,29
255805,61.95,58
637445,95,37
649110,78.99,38
450428,237.95,57
167201,14.13,43
569686,158.95,46
177890,158.95,34
760937,181,13
244965,199.95,119
799920,66,11
147446,85.95,27
915474,50,43
622298,49.95,40
300259,83,42
3607465,57,15
616405,45,32
584726,97.95,131
613932,53.41,73
873018,75,22
873176,75,19
859931,85,46
905525,85,25
108333,43.53,64
698900,85.75,13
552860,100.2,25
287621,122.8,49
912667,49.95,25
201780,175,15
285421,83.53,52
51310,178.95,77
526774,280.95,49
262737,45.95,34
169869,250.95,66
291630,118.95,27
169156,185.95,40
60794,269.95,45
60795,7.99,62
110375,23.99,88
51532,8.88,192
51530,8.99,30
51531,33.99,181
576598,99.95,63
576644,181.95,56
767041,0,18
55798,54.13,57
172329,58,16
55796,0,37
60796,17.6,47
561920,228.95,33
182664,354.95,26
148586,263.95,19
526771,53.94,67
526769,123.95,70
624340,121.95,82
576686,69.95,73
222294,80,17
834039,135,14
477686,104.95,79
542887,107.95,77
171896,45,34
477673,164.95,34
374229,47,22
533660,115,96
576696,102.95,49
744112,121,90
52623,105,245
551796,76.2,54
868478,108.95,18
157482,60.95,19
169162,121.95,37
633859,66,36
899774,73.3,14
313732,158.6,51
196419,67.25,24
912705,99.4,31
120950,118.4,33
2622095,104,21
534718,99,126
55183,72.95,64
2253090,17.01,36
551908,112,48
2489801,43,22
526762,32.95,36
55182,82.95,111
183761,164.95,31
201679,29.95,28
60798,181.95,60
910931,49.95,24
109837,33.74,40
55676,146.2,111
55674,204,130
110133,10.99,91
169858,215.95,51
569781,99.95,26
169293,227.95,43
117362,136,19
114553,100,31
526758,159.8,31
213029,56.95,25
1434758,4,12
54831,125,46
526757,220.95,48
110460,142.25,59
60799,212.95,30
110458,11.24,47
515896,154,29
428314,142,31
1574757,93.95,52
133259,153.8,106
529057,111,101
891772,36.95,13
921625,122.95,101
609871,114,54
918809,68.4,37
133119,92.6,107
52092,111.6,112
52439,146.4,103
644071,86.05,32
544241,129.95,145
878298,86.52,24
1782813,0,13
56978,135.95,47
877067,0,17
533330,105.95,81
56979,116.95,83
52438,111,53
61123,8.51,100
533877,36.44,27
55670,184,86
55671,103.75,46
526755,91.2,108
60801,80.6,52
366088,51.82,37
52093,122.8,208
188003,59.95,21
2664145,29,18
2502819,545,10
651019,65.95,17
582101,132.95,18
2338595,125,38
231772,38,59
1456454,93.5,16
54956,113.64,61
54957,89.53,101
52261,33.86,266
52260,152.5,271
879790,33.36,43
54062,348.95,55
349827,317.95,65
110592,8.98,34
110595,35.6,22
699167,40.98,24
108375,23.94,51
110107,251.75,66
326156,89.5,15
251951,72.95,74
177973,136.95,58
792946,37.5,14
2419367,110,12
650080,54.99,30
2635317,39.95,33
2635665,49.95,33
649565,108.63,22
2135722,39.95,13
200273,191.95,44
125152,60.25,100
592007,62,21
583356,57,13
624420,60,20
247617,79,71
61233,59.95,120
199083,71,46
247886,90,36
601744,83,23
526742,49,40
57892,61.95,73
199167,77,25
199168,60,45
131656,96,43
654126,80,28
894156,63.95,23
801061,52.95,21
248050,61,18
557307,86.4,62
557462,94.6,56
515691,55,18
778175,33.95,11
148774,191.95,45
544550,169.95,68
562019,206.95,39
610282,111.25,58
264656,79.95,61
917052,71,25
607300,134,20
873401,97,17
711923,117.4,19
278202,124.95,15
607281,126.2,33
607440,181.6,28
626130,95.95,21
609481,55.95,15
1840284,159.95,12
315391,119.2,26
421344,126.2,35
286281,172.2,48
316550,201,29
223832,64,19
329973,59.95,43
147613,76.95,48
251959,229.95,53
224440,252.95,35
1908549,49.99,20
50124,293.8,106
50125,237,60
50122,132,55
252613,175.01,91
574389,58.16,115
2579903,105,13
278882,64,45
161680,100,47
238780,64,63
809181,0,19
616933,187.5,59
631344,173.75,30
385542,75,22
617143,62,25
431052,193.33,30
51194,410.95,81
629572,180,32
555722,67.95,46
632091,83.95,50
1591856,160,26
54954,108.4,24
54955,68.8,31
174581,106,23
2580420,68.73,24
2579558,95,15
756825,170,17
2594943,36.95,26
189129,75,38
1468350,150,17
200254,80.95,76
526732,127.95,91
284203,65,19
640643,0,28
2565184,0,27
55078,207.95,100
103865,10.44,18
2267068,73.85,37
634918,78,63
2695231,32.5,21
575609,39.95,17
613865,43.99,59
622205,161.25,63
60803,17.94,38
610391,106.2,79
53577,68,93
53578,82.33,171
534659,61.95,61
57107,59.95,73
1734988,105,18
900048,75,11
609233,39.95,20
619732,41.95,30
910464,28.95,21
255763,43.95,30
255762,39.95,30
526723,47.95,28
267152,64,25
902648,88,16
276257,44.8,22
3294371,0,15
609216,39.95,49
534044,52,63
534002,71,36
582736,82.4,24
293833,58.95,37
870260,110.95,30
537414,210.2,46
864810,204.2,47
752249,130,31
908178,74.95,17
911887,89.95,17
627398,59.99,46
2250576,55.96,38
545766,92,54
55793,74,61
112069,19.89,29
53107,220.95,71
612414,39.13,25
53106,157.95,97
111983,37.94,29
53108,220.95,42
169782,156.95,49
133320,79.8,44
526717,103.4,47
120632,68,52
492172,156.95,83
51527,172.95,88
51526,106.95,93
545175,110.5,70
534191,100,96
51729,28.98,90
205851,85,48
545786,94,103
248202,93,99
248224,87.95,61
592176,64,36
217292,46,41
630960,41.95,16
901558,58,17
193254,73,29
131529,89,33
132378,96.6,57
533719,190.6,155
51916,185.8,103
51917,153,107
115609,113.4,74
130900,69,33
50348,89.2,39
118492,137.2,53
565001,41.95,84
614193,67,58
907376,125,24
610277,33,34
195056,30.95,44
635784,142,25
902745,152.95,32
55789,103.72,29
534382,98.55,32
639209,82.99,29
147300,56.95,82
147627,69.95,79
644870,135,24
158103,43.95,46
203565,125,26
2697146,56.95,24
196638,137,15
609635,97.95,73
624693,76.95,33
614523,70.95,56
619656,66.95,24
607984,58.95,38
608024,79.95,42
649909,89.95,33
106161,54.95,45
57888,117.95,155
877676,71.69,41
57887,89.95,113
526704,82.99,37
203710,79.95,34
608005,68.95,32
620073,56.95,28
264059,129.95,17
3828570,49.99,29
909374,53.95,44
164907,163,16
206063,63,35
828578,48,39
192461,75.95,9
609770,39.95,42
613909,39.95,69
57108,49.95,105
608017,44.95,121
57109,46.95,112
608007,76.95,88
616371,89.95,70
56726,86.88,101
56724,36.98,95
3234659,27.67,36
607759,130,62
607718,90.8,53
132071,89.33,33
132511,108.6,42
245209,107.95,29
60807,153.95,55
55776,15.99,92
533394,139,93
55777,4,74
614768,121.4,48
557419,101.33,66
349539,13.88,23
714431,80,30
116069,112.6,23
572280,115.95,35
57692,110.4,111
57694,86.6,108
533336,124,92
56915,78.27,91
56914,12.4,50
56404,126.67,70
56406,142,111
550346,7.84,23
199201,55.95,57
2772419,95.8,27
874126,84,21
120890,51.99,53
876744,78,23
54488,7.9,111
52285,80.2,78
52283,78.67,93
132237,112.8,31
592934,51.95,65
592933,51.95,59
1873549,47.95,6
2660451,56,14
52075,85.95,83
544324,78.95,85
243807,49.95,21
2590120,31.99,56
912045,47.95,32
131292,88,37
183448,82.95,24
179194,76.95,35
536471,122.2,68
133204,93.67,131
526674,150.2,29
647508,163.53,16
60809,119.6,36
133100,42.67,40
145472,40.6,46
117397,66,23
710666,56,22
131516,49.6,30
132219,59.6,28
872197,119.97,42
132289,135.8,35
607699,101.6,50
57884,220.95,33
56975,197.28,105
56974,18.98,63
876048,15.26,55
169791,243.95,53
905405,18.63,42
211002,46.95,89
58534,104.8,90
911027,99,23
252574,9.98,72
198082,53.15,9
872260,69.95,22
254411,68.95,46
55770,57.95,77
55769,45.95,178
612866,4.18,107
526670,23.93,103
439832,33.99,135
55663,103.95,83
244231,123.95,79
2654787,45.56,31
182582,165.95,43
177487,162.95,58
622750,42.95,55
917254,49.95,31
312757,45,17
118568,63.8,26
254420,68.95,39
254869,56.95,56
1957027,62.95,13
132008,82.8,41
132581,68.2,46
625351,57.97,45
112047,37.9,34
108076,41.99,47
117981,98,22
607149,76.4,24
550831,69.5,84
109495,7.03,77
288624,60.2,41
2675865,35.5,30
301039,66.25,17
145423,44.67,43
2477058,40,29
550830,23.44,110
247719,54.95,24
868090,34,32
711968,35.73,38
551688,154.4,90
536058,30.95,135
890559,0,14
868318,99.95,14
606677,93.33,33
167346,149,18
560081,23.46,45
57880,12.98,120
57881,44.05,144
540420,41.98,24
142130,27.97,100
53818,10.98,101
660980,138.95,37
3829664,0,9
294521,48.84,48
387454,49.33,41
744470,48.95,15
288909,81.95,31
229759,99.95,49
229751,93.95,75
913836,180,31
607070,110.31,44
61126,232.48,41
744468,116.95,21
2472621,54,15
148750,181.95,39
147901,81.95,38
60811,205.95,25
254084,362.95,31
148707,328.95,31
608088,353.95,48
229754,93.95,28
104984,237.68,20
710476,32.8,12
207734,86.01,35
251809,90.31,40
561816,70.95,29
54953,94.06,69
61237,86.01,28
437006,137.95,38
614100,137.95,49
54951,37.63,28
54952,43.99,68
270002,213,63
363540,142,52
903361,85,13
639191,69.95,24
1450153,69,14
290379,80,20
546000,106.25,59
734421,13.67,53
141930,12.89,64
560900,58.8,28
130101,85,17
862383,104.25,99
537827,24.98,325
144815,54.99,77
920730,25.09,60
591708,26.44,112
546020,100.75,29
545999,68.72,93
141959,18.95,114
61170,13.98,94
1454565,109.3,40
57299,117.5,175
613124,117.5,180
54826,143.27,110
54824,137,49
54825,156.8,91
915042,49.95,30
260305,69,45
203172,110,29
164411,111.5,34
127341,59.95,50
126467,52.95,64
544401,168.95,60
52772,185.95,75
52769,178.95,61
133133,73.8,43
2317859,43,40
636335,65.95,21
860168,79.99,19
645998,229,16
872560,10.09,43
614407,23.99,66
60813,51.56,48
60812,35,67
153864,23.97,41
181171,81.95,41
259427,26.5,22
264579,42.5,29
526642,51.95,42
651993,41.95,25
905943,95.95,20
907074,93.95,22
349970,152.95,133
349966,164.95,86
655427,82,42
649119,74.95,36
218052,49.95,73
554964,0,30
558733,90,29
152907,129,16
526640,124.95,15
503522,114.95,37
526639,134.95,29
143139,48,49
628937,30,33
1472961,100,27
508482,39.95,41
3123881,45,22
255376,69.95,60
614938,69.95,62
2907247,0,20
540426,137,79
288302,22.49,145
327634,8.76,115
2406999,59.95,39
800176,48.95,10
651701,61,34
184369,67.95,40
1691694,54.99,13
55179,60,98
157674,65.95,39
492154,163.95,59
252016,163.95,44
526634,86.95,86
617394,95.95,52
268787,95,13
634497,59.95,20
109305,0,21
426270,79.95,14
2025427,90.25,20
2025437,98,20
758713,120,21
158293,150,41
653538,198,18
152125,109,26
627617,98.95,28
193434,124,42
614133,187,60
147289,106.95,21
561615,76.95,35
871986,69.95,26
2485650,329,12
624087,97.95,17
578918,55.95,24
526625,102.99,36
308538,31.41,47
2664421,102.95,22
286058,139,22
113576,118,21
533940,199,35
537901,105.2,27
120093,190.2,42
2489745,79.5,15
1537482,82.95,13
625246,140,22
645324,46.95,14
308889,130.65,21
607069,56.43,29
631582,50,28
612501,69.95,78
244132,59.95,55
2363126,155,26
221765,104.95,12
130000,75,18
889312,70,15
912782,68,33
217323,42,45
217263,34,73
195011,44.95,86
194868,34.95,22
293177,219,44
193519,142,27
115326,74,52
2647411,72.95,22
248196,76,58
133345,48.8,34
132510,55,43
2537097,41.95,29
157534,57.95,26
287124,59.95,57
129432,67.95,34
129433,67.95,43
127453,59.95,41
130727,144,86
286450,141,88
60817,86.4,75
878564,134.16,22
308966,0,24
606877,7.97,29
905952,126,12
617144,202,50
3082512,177,25
546804,204,50
737218,39,20
2414988,225,11
1726488,220,9
2407255,104,23
911630,107,31
57133,85.96,60
60818,109.35,32
164702,185,34
155638,65.95,32
56670,66.55,124
56674,122.78,66
118371,49.6,30
526609,76.6,40
617418,49.95,31
624339,46.95,35
533337,87.95,159
56909,84.95,99
126303,74.95,41
126270,65,20
626531,65,50
2600260,41.99,16
107193,57.5,33
526608,39.72,52
157396,99.95,14
609355,59.95,26
2679715,105,25
337036,65.95,71
337076,55,25
141824,14.19,223
546012,75,114
54948,63.39,210
2827939,79.95,15
183159,201.95,43
298301,85,68
109444,19.52,61
110731,43.99,81
213003,105.95,24
910415,65,27
57185,75,169
169922,316.95,42
765710,141.95,32
60820,195.95,47
291568,282.95,53
57184,49.95,135
247460,73,38
157708,95.95,41
210786,34.95,53
3577464,19.95,25
827557,43,23
132019,130.67,58
144270,104,38
53329,42.48,79
53327,15.8,52
53328,28.99,67
3514426,42.95,15
2820580,49.95,14
891634,194.95,15
243999,255.95,93
169808,270.95,75
132166,148.6,51
557470,165.6,37
919056,150.4,31
557358,165.6,40
526583,206.95,38
567437,225.95,40
599402,221.95,62
132949,178.8,32
448135,11.44,79
914334,32.98,76
536677,61.31,56
431059,147,54
431104,156.2,33
2551592,70.95,18
2551258,42.95,14
53944,269.95,112
53945,254.95,99
177467,163.95,44
907587,63.5,27
366243,63.95,24
576928,104.95,15
641525,69.95,28
591658,18.35,38
322714,120.4,29
873447,104,27
2158227,48.95,23
877899,0,20
526592,203.95,60
533976,273.95,83
243967,258.95,90
60824,144.95,66
295014,80,23
430977,70,10
431035,66.67,19
131979,124,38
120091,177,47
905798,49.95,28
50502,126.4,49
386403,59,23
577726,90,50
50031,81,115
50033,105,78
177827,93.95,27
169769,162.95,42
248005,84,77
